測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
10210010,2019/05/23,16,,0.001,0.008,0.009,,0.083,,,,0.023,12,,,,,
10210010,2019/05/23,17,,0,0.008,0.008,,0.086,,,,0.008,9,,,,,
10210010,2019/05/23,18,,0,0.010,0.010,,0.087,,,,0.029,7,,,,,
10210010,2019/05/23,19,,0,0.010,0.010,,0.077,,,,0.014,11,,,,,
10210010,2019/05/23,20,,0,0.010,0.010,,0.060,,,,0.028,9,,,,,
10210010,2019/05/23,21,,0,0.007,0.007,,0.053,,,,0.027,10,,,,,
10210010,2019/05/23,22,,0,0.009,0.009,,0.049,,,,0.012,3,,,,,
10210010,2019/05/23,23,,0,0.011,0.011,,0.042,,,,0.007,6,,,,,
10210010,2019/05/23,24,,0,0.010,0.010,,0.032,,,,0.010,7,,,,,
10210010,2019/05/24,01,,0,0.010,0.010,,0.027,,,,0.011,9,,,,,
10210010,2019/05/24,02,,0,0.008,0.008,,0.029,,,,0.009,13,,,,,
10210010,2019/05/24,03,,0,0.007,0.007,,0.028,,,,0.005,7,,,,,
10210010,2019/05/24,04,,0,0.006,0.006,,0.030,,,,0.026,10,,,,,
10210010,2019/05/24,05,,0,0.006,0.006,,0.029,,,,0.017,8,,,,,
10210010,2019/05/24,06,,0.001,0.006,0.007,,0.030,,,,0.015,4,,,,,
10210010,2019/05/24,07,,0.001,0.006,0.007,,0.034,,,,0.011,4,,,,,
10210010,2019/05/24,08,,0.001,0.006,0.007,,0.041,,,,0.019,9,,,,,
10210010,2019/05/24,09,,0.001,0.006,0.007,,0.058,,,,0.008,297,,,,,
10210010,2019/05/24,10,,0.001,0.005,0.006,,0.072,,,,0.003,-66,,,,,
10210010,2019/05/24,11,,0,0.003,0.003,,0.072,,,,0.001,,,,,,
10210010,2019/05/24,12,,0,0.003,0.003,,0.071,,,,0.004,,,,,,
10210010,2019/05/24,13,,0,0.002,0.002,,0.067,,,,0.019,2,,,,,
10210010,2019/05/24,14,,0,0.002,0.002,,0.064,,,,0.013,8,,,,,
10210010,2019/05/24,15,,0,0.002,0.002,,0.065,,,,0,0,,,,,
10210010,2019/05/24,16,,0,0.002,0.002,,0.067,,,,0.014,7,,,,,
10210010,2019/05/24,17,,0,0.003,0.003,,0.068,,,,0.005,7,,,,,
10210010,2019/05/24,18,,0,0.005,0.005,,0.066,,,,0.010,10,,,,,
10210010,2019/05/24,19,,0,0.006,0.006,,0.063,,,,0.019,9,,,,,
10210010,2019/05/24,20,,0,0.009,0.009,,0.050,,,,0.014,11,,,,,
10210010,2019/05/24,21,,0,0.008,0.008,,0.042,,,,0.012,13,,,,,
10210010,2019/05/24,22,,0.001,0.008,0.009,,0.039,,,,0.017,18,,,,,
10210010,2019/05/24,23,,0,0.006,0.006,,0.041,,,,0.011,13,,,,,
10210010,2019/05/24,24,,0,0.006,0.006,,0.040,,,,0.011,7,,,,,
10210010,2019/05/25,01,,0,0.006,0.006,,0.038,,,,0.012,10,,,,,
10210010,2019/05/25,02,,0,0.005,0.005,,0.039,,,,0.012,8,,,,,
10210010,2019/05/25,03,,0,0.006,0.006,,0.031,,,,0.003,10,,,,,
10210010,2019/05/25,04,,0,0.006,0.006,,0.033,,,,0.011,7,,,,,
10210010,2019/05/25,05,,0,0.007,0.007,,0.034,,,,0.020,13,,,,,
10210010,2019/05/25,06,,0,0.005,0.005,,0.040,,,,0.001,9,,,,,
10210010,2019/05/25,07,,0.001,0.005,0.006,,0.043,,,,0.011,20,,,,,
10210010,2019/05/25,08,,0,0.004,0.004,,0.053,,,,0.010,6,,,,,
10210010,2019/05/25,09,,0.001,0.005,0.006,,0.064,,,,0.016,5,,,,,
10210010,2019/05/25,10,,0.001,0.004,0.005,,0.069,,,,0.001,14,,,,,
10210010,2019/05/25,11,,0.001,0.003,0.004,,0.072,,,,0.004,11,,,,,
10210010,2019/05/25,12,,0,0.003,0.003,,0.076,,,,0.019,13,,,,,
10210010,2019/05/25,13,,0,0.003,0.003,,0.077,,,,0.014,9,,,,,
10210010,2019/05/25,14,,0,0.003,0.003,,0.080,,,,0.014,9,,,,,
10210010,2019/05/25,15,,0,0.004,0.004,,0.092,,,,0.018,21,,,,,
10210010,2019/05/25,16,,0,0.005,0.005,,0.102,,,,0.021,8,,,,,
10210010,2019/05/25,17,,0,0.005,0.005,,0.104,,,,0.015,17,,,,,
10210010,2019/05/25,18,,0,0.006,0.006,,0.106,,,,0.008,16,,,,,
10210010,2019/05/25,19,,0,0.009,0.009,,0.104,,,,0.032,17,,,,,
10210010,2019/05/25,20,,0,0.010,0.010,,0.081,,,,0.031,21,,,,,
10210010,2019/05/25,21,,0,0.009,0.009,,0.062,,,,0.018,14,,,,,
10210010,2019/05/25,22,,0,0.008,0.008,,0.061,,,,0.017,15,,,,,
10210010,2019/05/25,23,,0,0.007,0.007,,0.059,,,,0.013,18,,,,,
10210010,2019/05/25,24,,0,0.006,0.006,,0.062,,,,0.024,15,,,,,
10210010,2019/05/26,01,,0,0.006,0.006,,0.065,,,,0.023,21,,,,,
10210010,2019/05/26,02,,0,0.005,0.005,,0.065,,,,0.025,20,,,,,
10210010,2019/05/26,03,,0,0.005,0.005,,0.064,,,,0.021,29,,,,,
10210010,2019/05/26,04,,0,0.005,0.005,,0.069,,,,0.025,25,,,,,
10210010,2019/05/26,05,,0,0.006,0.006,,0.060,,,,0.014,15,,,,,
10210010,2019/05/26,06,,0,0.006,0.006,,0.059,,,,0.017,19,,,,,
10210010,2019/05/26,07,,0.001,0.008,0.009,,0.052,,,,0.024,22,,,,,
10210010,2019/05/26,08,,0.001,0.007,0.008,,0.059,,,,0.023,16,,,,,
10210010,2019/05/26,09,,0.001,0.006,0.007,,0.071,,,,0.019,17,,,,,
10210010,2019/05/26,10,,0.001,0.005,0.006,,0.080,,,,0.022,14,,,,,
10210010,2019/05/26,11,,0.001,0.005,0.006,,0.087,,,,0.028,11,,,,,
10210010,2019/05/26,12,,0,0.004,0.004,,0.089,,,,0.011,18,,,,,
10210010,2019/05/26,13,,0,0.004,0.004,,0.094,,,,0.022,12,,,,,
10210010,2019/05/26,14,,0,0.004,0.004,,0.100,,,,0.025,20,,,,,
10210010,2019/05/26,15,,0,0.004,0.004,,0.102,,,,0.025,19,,,,,
10210010,2019/05/26,16,,0,0.005,0.005,,0.104,,,,0.034,11,,,,,
10210010,2019/05/26,17,,0,0.004,0.004,,0.096,,,,0.027,20,,,,,
10210010,2019/05/26,18,,0,0.005,0.005,,0.095,,,,0.016,20,,,,,
10210010,2019/05/26,19,,0,0.008,0.008,,0.088,,,,0.025,18,,,,,
10210010,2019/05/26,20,,0,0.009,0.009,,0.067,,,,0.028,24,,,,,
10210010,2019/05/26,21,,0,0.008,0.008,,0.061,,,,0.028,20,,,,,
10210010,2019/05/26,22,,0.001,0.008,0.009,,0.054,,,,0.019,23,,,,,
10210010,2019/05/26,23,,0,0.007,0.007,,0.054,,,,0.032,20,,,,,
10210010,2019/05/26,24,,0,0.006,0.006,,0.057,,,,0.032,18,,,,,
10210010,2019/05/27,01,,0,0.005,0.005,,0.058,,,,0.023,23,,,,,
10210010,2019/05/27,02,,0,0.005,0.005,,0.057,,,,0.021,16,,,,,
10210010,2019/05/27,03,,0,0.005,0.005,,0.056,,,,0.021,23,,,,,
10210010,2019/05/27,04,,0,0.006,0.006,,0.049,,,,0.019,23,,,,,
10210010,2019/05/27,05,,0.001,0.008,0.009,,0.040,,,,0.028,14,,,,,
10210010,2019/05/27,06,,0.001,0.008,0.009,,0.038,,,,0.023,10,,,,,
10210010,2019/05/27,07,,0.002,0.011,0.013,,0.036,,,,0.016,25,,,,,
10210010,2019/05/27,08,,0.002,0.010,0.012,,0.045,,,,0.030,18,,,,,
10210010,2019/05/27,09,,0.001,0.007,0.008,,0.065,,,,0.010,18,,,,,
10210010,2019/05/27,10,,0.001,0.006,0.007,,0.080,,,,0.030,19,,,,,
10210010,2019/05/27,11,,0,0.006,0.006,,0.092,,,,0.028,23,,,,,
10210010,2019/05/27,12,,0.001,0.006,0.007,,0.100,,,,0.025,26,,,,,
10210010,2019/05/27,13,,0,0.006,0.006,,0.103,,,,0.034,28,,,,,
10210010,2019/05/27,14,,0,0.007,0.007,,0.110,,,,0.036,21,,,,,
10210010,2019/05/27,15,,0,0.008,0.008,,0.124,,,,0.020,21,,,,,
10210010,2019/05/27,16,,0,0.008,0.008,,0.117,,,,0.009,21,,,,,
10210010,2019/05/27,17,,0,0.007,0.007,,0.093,,,,0.023,23,,,,,
10210010,2019/05/27,18,,0,0.015,0.015,,0.094,,,,0.042,25,,,,,
10210010,2019/05/27,19,,0,0.009,0.009,,0.088,,,,0.028,32,,,,,
10210010,2019/05/27,20,,0,0.009,0.009,,0.081,,,,0.034,28,,,,,
10210010,2019/05/27,21,,0,0.011,0.011,,0.066,,,,0.041,31,,,,,
10210010,2019/05/27,22,,0.001,0.012,0.013,,0.053,,,,0.024,28,,,,,
10210010,2019/05/27,23,,0,0.011,0.011,,0.050,,,,0.036,26,,,,,
10210010,2019/05/27,24,,0.001,0.010,0.011,,0.046,,,,0.035,27,,,,,
10210010,2019/05/28,01,,0.001,0.009,0.010,,0.047,,,,0.036,31,,,,,
10210010,2019/05/28,02,,0.001,0.009,0.010,,0.044,,,,0.036,32,,,,,
10210010,2019/05/28,03,,0.001,0.011,0.012,,0.037,,,,0.036,33,,,,,
10210010,2019/05/28,04,,0.001,0.011,0.012,,0.034,,,,0.049,30,,,,,
10210010,2019/05/28,05,,0.001,0.011,0.012,,0.034,,,,0.030,39,,,,,
10210010,2019/05/28,06,,0.001,0.012,0.013,,0.030,,,,0.042,32,,,,,
10210010,2019/05/28,07,,0.001,0.012,0.013,,0.032,,,,0.026,28,,,,,
10210010,2019/05/28,08,,0.001,0.013,0.014,,0.040,,,,0.034,31,,,,,
10210010,2019/05/28,09,,0.001,0.012,0.013,,0.050,,,,0.028,38,,,,,
10210010,2019/05/28,10,,0.001,0.013,0.014,,0.056,,,,0.045,29,,,,,
10210010,2019/05/28,11,,0.001,0.013,0.014,,0.061,,,,0.040,35,,,,,
10210010,2019/05/28,12,,0.001,0.011,0.012,,0.068,,,,0.039,36,,,,,
10210010,2019/05/28,13,,0.001,0.007,0.008,,0.059,,,,0.024,12,,,,,
10210010,2019/05/28,14,,0,0.005,0.005,,0.051,,,,0.022,8,,,,,
10210010,2019/05/28,15,,0.001,0.004,0.005,,0.049,,,,0.010,2,,,,,
10210010,2019/05/28,16,,0,0.003,0.003,,0.048,,,,0.006,1,,,,,
10210010,2019/05/28,17,,0,0.005,0.005,,0.045,,,,0.006,2,,,,,
10210010,2019/05/28,18,,0.001,0.005,0.006,,0.043,,,,0.010,1,,,,,
10210010,2019/05/28,19,,0,0.006,0.006,,0.038,,,,0,11,,,,,
10210010,2019/05/28,20,,0,0.005,0.005,,0.040,,,,0.002,10,,,,,
10210010,2019/05/28,21,,0.001,0.006,0.007,,0.036,,,,0.001,1,,,,,
10210010,2019/05/28,22,,0.001,0.005,0.006,,0.036,,,,0.007,2,,,,,
10210010,2019/05/28,23,,0.001,0.005,0.006,,0.033,,,,0.018,4,,,,,
10210010,2019/05/28,24,,0,0.008,0.008,,0.031,,,,0.008,-2,,,,,
10210010,2019/05/29,01,,0.001,0.009,0.010,,,,,,0.010,4,,,,,
10210010,2019/05/29,02,,0.001,0.008,0.009,,0.024,,,,0.005,0,,,,,
10210010,2019/05/29,03,,0.001,0.008,0.009,,0.023,,,,0.036,7,,,,,
10210010,2019/05/29,04,,0.001,0.007,0.008,,0.021,,,,0.020,-3,,,,,
10210010,2019/05/29,05,,0.001,0.008,0.009,,0.018,,,,0.015,3,,,,,
10210010,2019/05/29,06,,0.001,0.007,0.008,,0.015,,,,0.014,7,,,,,
10210010,2019/05/29,07,,0.001,0.008,0.009,,0.015,,,,0.005,6,,,,,
10210010,2019/05/29,08,,0.002,0.009,0.011,,0.017,,,,0.017,14,,,,,
10210010,2019/05/29,09,,0.001,0.008,0.009,,0.022,,,,0.027,6,,,,,
10210010,2019/05/29,10,,0.002,0.006,0.008,,0.029,,,,0.006,1,,,,,
10210010,2019/05/29,11,,0.001,0.004,0.005,,0.035,,,,0,7,,,,,
10210010,2019/05/29,12,,0.001,0.004,0.005,,0.040,,,,0,-3,,,,,
10210010,2019/05/29,13,,0.001,0.003,0.004,,0.044,,,,0.008,3,,,,,
10210010,2019/05/29,14,,0.001,0.004,0.005,,0.048,,,,0.006,2,,,,,
10210010,2019/05/29,15,,0,0.003,0.003,,0.049,,,,0.017,3,,,,,
10210010,2019/05/29,16,,0.001,0.004,0.005,,0.046,,,,0.014,10,,,,,
10210010,2019/05/29,17,,0.001,0.004,0.005,,0.048,,,,0.018,3,,,,,
10210010,2019/05/29,18,,0,0.004,0.004,,0.051,,,,0.006,0,,,,,
10210010,2019/05/29,19,,0,0.004,0.004,,0.050,,,,0.002,11,,,,,
10210010,2019/05/29,20,,0,0.003,0.003,,0.049,,,,0.007,5,,,,,
10210010,2019/05/29,21,,0,0.004,0.004,,0.046,,,,0,-2,,,,,
10210010,2019/05/29,22,,0.001,0.011,0.012,,0.030,,,,0.014,1,,,,,
10210010,2019/05/29,23,,0,0.009,0.009,,0.026,,,,0.004,5,,,,,
10210010,2019/05/29,24,,0.001,0.013,0.014,,0.019,,,,0,0,,,,,
10210010,2019/05/30,01,,0,0.010,0.010,,0.018,,,,0.005,5,,,,,
10210010,2019/05/30,02,,0,0.008,0.008,,0.018,,,,0.009,0,,,,,
10210010,2019/05/30,03,,0,0.008,0.008,,0.016,,,,0.017,-1,,,,,
10210010,2019/05/30,04,,0,0.008,0.008,,0.015,,,,0.001,3,,,,,
10210010,2019/05/30,05,,0,0.007,0.007,,0.018,,,,0,-4,,,,,
10210010,2019/05/30,06,,0.001,0.005,0.006,,0.024,,,,0,5,,,,,
10210010,2019/05/30,07,,0.001,0.004,0.005,,0.030,,,,0.001,1,,,,,
10210010,2019/05/30,08,,0.001,0.005,0.006,,0.035,,,,0,10,,,,,
10210010,2019/05/30,09,,0.001,0.005,0.006,,0.039,,,,0,-1,,,,,
10210010,2019/05/30,10,,0.001,0.003,0.004,,0.044,,,,0,0,,,,,
10210010,2019/05/30,11,,0.001,0.002,0.003,,0.043,,,,0,3,,,,,
10210010,2019/05/30,12,,0.001,0.002,0.003,,0.044,,,,0.011,1,,,,,
10210010,2019/05/30,13,,0,0.003,0.003,,0.048,,,,0.003,0,,,,,
10210010,2019/05/30,14,,0,0.004,0.004,,0.057,,,,0.008,6,,,,,
10210010,2019/05/30,15,,0,0.006,0.006,,0.072,,,,0.015,1,,,,,
10210010,2019/05/30,16,,0.001,0.007,0.008,,0.078,,,,0.013,13,,,,,
10210010,2019/05/30,17,,0,0.006,0.006,,0.074,,,,0.017,12,,,,,
10210010,2019/05/30,18,,0.001,0.008,0.009,,0.068,,,,0,4,,,,,
10210010,2019/05/30,19,,0,0.007,0.007,,0.057,,,,0.011,8,,,,,
10210010,2019/05/30,20,,0,0.006,0.006,,0.049,,,,0.014,2,,,,,
10210010,2019/05/30,21,,0,0.007,0.007,,0.045,,,,0.004,12,,,,,
10210010,2019/05/30,22,,0,0.008,0.008,,0.041,,,,0.014,8,,,,,
10210010,2019/05/30,23,,0,0.008,0.008,,0.039,,,,0.006,7,,,,,
10210010,2019/05/30,24,,0,0.009,0.009,,0.033,,,,0.004,5,,,,,
10210010,2019/05/31,01,,0,0.007,0.007,,0.033,,,,0.021,4,,,,,
10210010,2019/05/31,02,,0,0.006,0.006,,0.033,,,,0,1,,,,,
10210010,2019/05/31,03,,0,0.008,0.008,,0.028,,,,0.008,10,,,,,
10210010,2019/05/31,04,,0,0.010,0.010,,0.021,,,,0.017,6,,,,,
10210010,2019/05/31,05,,0.001,0.010,0.011,,0.019,,,,0.021,4,,,,,
10210010,2019/05/31,06,,0.001,0.010,0.011,,0.019,,,,0,6,,,,,
10210010,2019/05/31,07,,0.001,0.010,0.011,,0.022,,,,0.010,3,,,,,
10210010,2019/05/31,08,,0.001,0.007,0.008,,0.033,,,,0.009,2,,,,,
10210010,2019/05/31,09,,0.001,0.007,0.008,,0.037,,,,0.005,8,,,,,
10210010,2019/05/31,10,,0.001,0.007,0.008,,0.040,,,,0.012,3,,,,,
10210010,2019/05/31,11,,0.001,0.007,0.008,,0.044,,,,0.023,4,,,,,
10210010,2019/05/31,12,,0.001,0.006,0.007,,0.052,,,,0.017,14,,,,,
10210010,2019/05/31,13,,0.001,0.007,0.008,,0.056,,,,0.031,16,,,,,
10210010,2019/05/31,14,,0,0.005,0.005,,0.058,,,,0.016,12,,,,,
10210010,2019/05/31,15,,0.001,0.006,0.007,,0.058,,,,0.018,15,,,,,
10210010,2019/05/31,16,,0,0.006,0.006,,0.058,,,,0.012,12,,,,,
10210010,2019/05/31,17,,0,0.007,0.007,,0.055,,,,0.018,12,,,,,
10210010,2019/05/31,18,,0,0.008,0.008,,0.044,,,,0.014,16,,,,,
10210010,2019/05/31,19,,0,0.008,0.008,,0.035,,,,0.019,4,,,,,
10210010,2019/05/31,20,,0,0.008,0.008,,0.028,,,,0.004,14,,,,,
10210010,2019/05/31,21,,0,0.005,0.005,,0.027,,,,0.006,13,,,,,
10210010,2019/05/31,22,,0,0.006,0.006,,0.024,,,,0.012,17,,,,,
10210010,2019/05/31,23,,0,0.006,0.006,,0.022,,,,0.008,12,,,,,
10210010,2019/05/31,24,,0,0.006,0.006,,0.017,,,,0.003,7,,,,,
10210010,2019/06/01,01,,0,0.006,0.006,,0.016,,,,0.015,5,,,,,
10210010,2019/06/01,02,,0,0.005,0.005,,0.014,,,,0.003,6,,,,,
10210010,2019/06/01,03,,0,0.004,0.004,,0.016,,,,0.020,-1,,,,,
10210010,2019/06/01,04,,0,0.004,0.004,,0.017,,,,0.011,4,,,,,
10210010,2019/06/01,05,,0,0.004,0.004,,0.018,,,,0.006,7,,,,,
10210010,2019/06/01,06,,0.001,0.005,0.006,,0.021,,,,0,11,,,,,
10210010,2019/06/01,07,,0.001,0.004,0.005,,0.025,,,,0.013,11,,,,,
10210010,2019/06/01,08,,0.001,0.004,0.005,,0.038,,,,0.015,12,,,,,
10210010,2019/06/01,09,,0.001,0.005,0.006,,0.049,,,,0.012,6,,,,,
10210010,2019/06/01,10,,0.001,0.004,0.005,,0.053,,,,0.014,13,,,,,
10210010,2019/06/01,11,,0.001,0.004,0.005,,0.057,,,,0.024,11,,,,,
10210010,2019/06/01,12,,0,0.004,0.004,,0.060,,,,0.018,7,,,,,
10210010,2019/06/01,13,,0,0.004,0.004,,0.063,,,,0.011,21,,,,,
10210010,2019/06/01,14,,0,0.005,0.005,,0.068,,,,0.020,19,,,,,
10210010,2019/06/01,15,,0,0.005,0.005,,0.072,,,,0.004,12,,,,,
10210010,2019/06/01,16,,0,0.005,0.005,,0.076,,,,0.024,12,,,,,
10210010,2019/06/01,17,,0,0.006,0.006,,0.079,,,,0.016,18,,,,,
10210010,2019/06/01,18,,0,0.007,0.007,,0.085,,,,0.039,24,,,,,
10210010,2019/06/01,19,,0,0.007,0.007,,0.075,,,,0.031,30,,,,,
10210010,2019/06/01,20,,0,0.006,0.006,,0.066,,,,0.031,24,,,,,
10210010,2019/06/01,21,,0,0.006,0.006,,0.056,,,,0.015,13,,,,,
10210010,2019/06/01,22,,0,0.007,0.007,,0.051,,,,0.024,12,,,,,
10210010,2019/06/01,23,,0,0.008,0.008,,0.037,,,,0.032,21,,,,,
10210010,2019/06/01,24,,0,0.007,0.007,,0.038,,,,0.012,20,,,,,
10210010,2019/06/02,01,,0,0.007,0.007,,0.033,,,,0.029,18,,,,,
10210010,2019/06/02,02,,0,0.008,0.008,,0.027,,,,0.022,21,,,,,
10210010,2019/06/02,03,,0,0.007,0.007,,0.024,,,,0.018,20,,,,,
10210010,2019/06/02,04,,0,0.006,0.006,,0.022,,,,0.012,23,,,,,
10210010,2019/06/02,05,,0.001,0.006,0.007,,0.018,,,,0.038,17,,,,,
10210010,2019/06/02,06,,0.001,0.006,0.007,,0.018,,,,0.018,13,,,,,
10210010,2019/06/02,07,,0.001,0.006,0.007,,0.020,,,,0.011,23,,,,,
10210010,2019/06/02,08,,0.001,0.006,0.007,,0.030,,,,0.020,16,,,,,
10210010,2019/06/02,09,,0.001,0.007,0.008,,0.036,,,,0.032,15,,,,,
10210010,2019/06/02,10,,0.001,0.006,0.007,,0.045,,,,0.024,24,,,,,
10210010,2019/06/02,11,,0.001,0.006,0.007,,0.056,,,,0.032,17,,,,,
10210010,2019/06/02,12,,0,0.005,0.005,,0.062,,,,0.038,29,,,,,
10210010,2019/06/02,13,,0,0.005,0.005,,0.063,,,,0.033,24,,,,,
10210010,2019/06/02,14,,0,0.005,0.005,,0.063,,,,0.028,27,,,,,
10210010,2019/06/02,15,,0,0.005,0.005,,0.064,,,,0.037,27,,,,,
10210010,2019/06/02,16,,0,0.005,0.005,,0.066,,,,0.024,25,,,,,
10210010,2019/06/02,17,,0,0.005,0.005,,0.063,,,,0.022,19,,,,,
10210010,2019/06/02,18,,0,0.004,0.004,,0.060,,,,0.044,22,,,,,
10210010,2019/06/02,19,,0,0.006,0.006,,0.057,,,,0.021,26,,,,,
10210010,2019/06/02,20,,0,0.008,0.008,,0.045,,,,0.032,22,,,,,
10210010,2019/06/02,21,,0.001,0.008,0.009,,0.036,,,,0.023,22,,,,,
10210010,2019/06/02,22,,0,0.006,0.006,,0.034,,,,0.038,24,,,,,
10210010,2019/06/02,23,,0,0.005,0.005,,0.031,,,,0.024,26,,,,,
10210010,2019/06/02,24,,0,0.005,0.005,,0.028,,,,0.030,23,,,,,
10210010,2019/06/03,01,,0,0.006,0.006,,0.024,,,,0.029,16,,,,,
10210010,2019/06/03,02,,0,0.006,0.006,,0.021,,,,0.038,31,,,,,
10210010,2019/06/03,03,,0,0.006,0.006,,0.019,,,,0.037,23,,,,,
10210010,2019/06/03,04,,0,0.007,0.007,,0.015,,,,0.041,30,,,,,
10210010,2019/06/03,05,,0.001,0.008,0.009,,0.014,,,,0.038,32,,,,,
10210010,2019/06/03,06,,0.001,0.009,0.010,,0.014,,,,0.029,27,,,,,
10210010,2019/06/03,07,,0.001,0.008,0.009,,0.029,,,,0.031,21,,,,,
10210010,2019/06/03,08,,0.001,0.006,0.007,,0.047,,,,0.049,34,,,,,
10210010,2019/06/03,09,,0.001,0.006,0.007,,0.057,,,,0.034,22,,,,,
10210010,2019/06/03,10,,0.001,0.006,0.007,,0.061,,,,0.029,19,,,,,
10210010,2019/06/03,11,,0.001,0.006,0.007,,0.068,,,,0.019,18,,,,,
10210010,2019/06/03,12,,0.001,0.005,0.006,,0.069,,,,0.013,16,,,,,
10210010,2019/06/03,13,,0,0.005,0.005,,0.071,,,,0.031,19,,,,,
10210010,2019/06/03,14,,0,0.004,0.004,,0.072,,,,0.025,7,,,,,
10210010,2019/06/03,15,,0,0.005,0.005,,0.074,,,,0.016,12,,,,,
10210010,2019/06/03,16,,0,0.005,0.005,,0.076,,,,0.003,4,,,,,
10210010,2019/06/03,17,,0,0.006,0.006,,0.079,,,,0.022,8,,,,,
10210010,2019/06/03,18,,0,0.008,0.008,,0.081,,,,0.007,16,,,,,
10210010,2019/06/03,19,,0,0.009,0.009,,0.080,,,,0.033,7,,,,,
10210010,2019/06/03,20,,0,0.010,0.010,,0.073,,,,0.020,7,,,,,
10210010,2019/06/03,21,,0,0.010,0.010,,0.057,,,,0.020,16,,,,,
10210010,2019/06/03,22,,0,0.007,0.007,,0.044,,,,0.017,8,,,,,
10210010,2019/06/03,23,,0,0.006,0.006,,0.042,,,,0.012,2,,,,,
10210010,2019/06/03,24,,0,0.007,0.007,,0.037,,,,0.009,13,,,,,
10210010,2019/06/04,01,,0,0.009,0.009,,0.032,,,,0.008,8,,,,,
10210010,2019/06/04,02,,0,0.009,0.009,,0.033,,,,0.007,0,,,,,
10210010,2019/06/04,03,,0,0.008,0.008,,0.030,,,,0,2,,,,,
10210010,2019/06/04,04,,0,0.010,0.010,,0.020,,,,0.004,13,,,,,
10210010,2019/06/04,05,,0.001,0.012,0.013,,0.014,,,,0.001,2,,,,,
10210010,2019/06/04,06,,0.002,0.010,0.012,,0.016,,,,0.008,1,,,,,
10210010,2019/06/04,07,,0.002,0.008,0.010,,0.027,,,,0.015,7,,,,,
10210010,2019/06/04,08,,0.001,0.007,0.008,,0.037,,,,0.012,2,,,,,
10210010,2019/06/04,09,,0.001,0.007,0.008,,0.048,,,,0.014,9,,,,,
10210010,2019/06/04,10,,0.001,0.006,0.007,,0.057,,,,0.020,18,,,,,
10210010,2019/06/04,11,,0.001,0.007,0.008,,0.066,,,,0.021,13,,,,,
10210010,2019/06/04,12,,0.001,0.006,0.007,,0.073,,,,0.019,16,,,,,
10210010,2019/06/04,13,,0,0.006,0.006,,0.078,,,,0.022,8,,,,,
10210010,2019/06/04,14,,0,0.006,0.006,,0.081,,,,0.018,24,,,,,
10210010,2019/06/04,15,,0,0.007,0.007,,0.088,,,,0.017,15,,,,,
10210010,2019/06/04,16,,0,0.007,0.007,,0.096,,,,0.018,18,,,,,
10210010,2019/06/04,17,,0,0.009,0.009,,0.097,,,,0.023,23,,,,,
10210010,2019/06/04,18,,0.001,0.008,0.009,,0.075,,,,0.012,12,,,,,
10210010,2019/06/04,19,,0,0.007,0.007,,0.062,,,,0.011,8,,,,,
10210010,2019/06/04,20,,0,0.008,0.008,,0.051,,,,0.009,9,,,,,
10210010,2019/06/04,21,,0,0.007,0.007,,0.045,,,,0.011,6,,,,,
10210010,2019/06/04,22,,0,0.007,0.007,,0.042,,,,0.005,6,,,,,
10210010,2019/06/04,23,,0.001,0.012,0.013,,0.031,,,,0.013,10,,,,,
10210010,2019/06/04,24,,0.001,0.010,0.011,,0.026,,,,0.004,9,,,,,
10210010,2019/06/05,01,,0.001,0.009,0.010,,,,,,0.017,10,,,,,
10210010,2019/06/05,02,,0.001,0.009,0.010,,0.022,,,,0.003,8,,,,,
10210010,2019/06/05,03,,0,0.009,0.009,,0.020,,,,0.014,7,,,,,
10210010,2019/06/05,04,,0.001,0.010,0.011,,0.017,,,,0.019,6,,,,,
10210010,2019/06/05,05,,0.001,0.009,0.010,,0.017,,,,0.002,11,,,,,
10210010,2019/06/05,06,,0.001,0.010,0.011,,0.015,,,,0.010,10,,,,,
10210010,2019/06/05,07,,0.002,0.008,0.010,,0.019,,,,0.006,5,,,,,
10210010,2019/06/05,08,,0.001,0.009,0.010,,0.029,,,,0.015,7,,,,,
10210010,2019/06/05,09,,0.001,0.007,0.008,,0.037,,,,0.015,15,,,,,
10210010,2019/06/05,10,,0.001,0.007,0.008,,0.045,,,,0.004,14,,,,,
10210010,2019/06/05,11,,0.001,0.007,0.008,,0.049,,,,0.018,16,,,,,
10210010,2019/06/05,12,,0.001,0.007,0.008,,0.057,,,,0.023,5,,,,,
10210010,2019/06/05,13,,0.001,0.007,0.008,,0.064,,,,0.014,14,,,,,
10210010,2019/06/05,14,,0.001,0.007,0.008,,0.070,,,,0.023,19,,,,,
10210010,2019/06/05,15,,0,0.006,0.006,,0.075,,,,0.027,21,,,,,
10210010,2019/06/05,16,,0,0.006,0.006,,0.078,,,,0.021,24,,,,,
10210010,2019/06/05,17,,0,0.007,0.007,,0.082,,,,0.027,14,,,,,
10210010,2019/06/05,18,,0,0.008,0.008,,0.083,,,,0.025,14,,,,,
10210010,2019/06/05,19,,0,0.009,0.009,,0.072,,,,0.039,14,,,,,
10210010,2019/06/05,20,,0.001,0.012,0.013,,0.055,,,,0.076,25,,,,,
