測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
10210010,2019/04/12,11,,0.001,0.005,0.006,,0.044,,,,0,1,,,,,
10210010,2019/04/12,12,,0.001,0.005,0.006,,0.044,,,,0,3,,,,,
10210010,2019/04/12,13,,0,0.003,0.003,,0.048,,,,0,0,,,,,
10210010,2019/04/12,14,,0,0.003,0.003,,0.050,,,,0.001,1,,,,,
10210010,2019/04/12,15,,0.001,0.003,0.004,,0.050,,,,0.001,8,,,,,
10210010,2019/04/12,16,,0.001,0.003,0.004,,0.051,,,,0,7,,,,,
10210010,2019/04/12,17,,0,0.003,0.003,,0.050,,,,0.003,4,,,,,
10210010,2019/04/12,18,,0,0.004,0.004,,0.046,,,,0.009,5,,,,,
10210010,2019/04/12,19,,0,0.005,0.005,,0.045,,,,0.015,8,,,,,
10210010,2019/04/12,20,,0,0.007,0.007,,0.039,,,,0.010,7,,,,,
10210010,2019/04/12,21,,0,0.010,0.010,,0.032,,,,0,7,,,,,
10210010,2019/04/12,22,,0.001,0.007,0.008,,0.028,,,,0.003,8,,,,,
10210010,2019/04/12,23,,0,0.007,0.007,,0.025,,,,0.012,7,,,,,
10210010,2019/04/12,24,,0,0.008,0.008,,0.022,,,,0.011,4,,,,,
10210010,2019/04/13,01,,0,0.007,0.007,,0.024,,,,0.013,6,,,,,
10210010,2019/04/13,02,,0,0.006,0.006,,0.025,,,,0.007,8,,,,,
10210010,2019/04/13,03,,0,0.005,0.005,,0.026,,,,0.005,11,,,,,
10210010,2019/04/13,04,,0,0.005,0.005,,0.027,,,,0.017,0,,,,,
10210010,2019/04/13,05,,0,0.004,0.004,,0.029,,,,0.001,3,,,,,
10210010,2019/04/13,06,,0,0.004,0.004,,0.033,,,,0.015,2,,,,,
10210010,2019/04/13,07,,0.001,0.004,0.005,,0.035,,,,0,10,,,,,
10210010,2019/04/13,08,,0.001,0.004,0.005,,0.042,,,,0,5,,,,,
10210010,2019/04/13,09,,0.001,0.003,0.004,,0.049,,,,0,-1,,,,,
10210010,2019/04/13,10,,0,0.002,0.002,,0.053,,,,0.001,8,,,,,
10210010,2019/04/13,11,,0.001,0.002,0.003,,0.054,,,,0.006,-2,,,,,
10210010,2019/04/13,12,,0,0.003,0.003,,0.055,,,,0.008,7,,,,,
10210010,2019/04/13,13,,0,0.002,0.002,,0.056,,,,0,10,,,,,
10210010,2019/04/13,14,,0.001,0.003,0.004,,0.058,,,,0,9,,,,,
10210010,2019/04/13,15,,0,0.003,0.003,,0.059,,,,0.002,4,,,,,
10210010,2019/04/13,16,,0,0.003,0.003,,0.061,,,,0.010,10,,,,,
10210010,2019/04/13,17,,0,0.004,0.004,,0.063,,,,0.005,10,,,,,
10210010,2019/04/13,18,,0.001,0.006,0.007,,0.062,,,,0.013,12,,,,,
10210010,2019/04/13,19,,0,0.008,0.008,,0.059,,,,0.008,18,,,,,
10210010,2019/04/13,20,,0,0.010,0.010,,0.045,,,,0.017,6,,,,,
10210010,2019/04/13,21,,0,0.013,0.013,,0.039,,,,0.012,1,,,,,
10210010,2019/04/13,22,,0,0.012,0.012,,0.036,,,,0.009,8,,,,,
10210010,2019/04/13,23,,0,0.010,0.010,,0.034,,,,0.006,7,,,,,
10210010,2019/04/13,24,,0,0.010,0.010,,0.032,,,,0.003,12,,,,,
10210010,2019/04/14,01,,0,0.008,0.008,,0.032,,,,0.019,5,,,,,
10210010,2019/04/14,02,,0,0.007,0.007,,0.032,,,,0.010,8,,,,,
10210010,2019/04/14,03,,0,0.006,0.006,,0.032,,,,0.018,15,,,,,
10210010,2019/04/14,04,,0,0.006,0.006,,0.030,,,,0.007,9,,,,,
10210010,2019/04/14,05,,0,0.006,0.006,,0.031,,,,0.011,0,,,,,
10210010,2019/04/14,06,,0,0.006,0.006,,0.030,,,,0,5,,,,,
10210010,2019/04/14,07,,0.001,0.006,0.007,,0.030,,,,0,6,,,,,
10210010,2019/04/14,08,,0.001,0.006,0.007,,0.035,,,,0,3,,,,,
10210010,2019/04/14,09,,0.001,0.005,0.006,,0.047,,,,0.004,10,,,,,
10210010,2019/04/14,10,,0.001,0.005,0.006,,0.053,,,,0,10,,,,,
10210010,2019/04/14,11,,0.001,0.005,0.006,,0.058,,,,0.017,6,,,,,
10210010,2019/04/14,12,,0.001,0.005,0.006,,0.061,,,,0.017,16,,,,,
10210010,2019/04/14,13,,0.001,0.005,0.006,,0.061,,,,0.021,16,,,,,
10210010,2019/04/14,14,,0.001,0.006,0.007,,0.060,,,,0.013,7,,,,,
10210010,2019/04/14,15,,0,0.006,0.006,,0.060,,,,0.012,12,,,,,
10210010,2019/04/14,16,,0,0.006,0.006,,0.060,,,,0.014,11,,,,,
10210010,2019/04/14,17,,0,0.008,0.008,,0.061,,,,0.014,6,,,,,
10210010,2019/04/14,18,,0,0.008,0.008,,0.058,,,,0.014,11,,,,,
10210010,2019/04/14,19,,0,0.009,0.009,,0.053,,,,0.012,10,,,,,
10210010,2019/04/14,20,,0.001,0.010,0.011,,0.044,,,,0.009,10,,,,,
10210010,2019/04/14,21,,0,0.009,0.009,,0.041,,,,0.006,8,,,,,
10210010,2019/04/14,22,,0,0.008,0.008,,0.037,,,,0.011,12,,,,,
10210010,2019/04/14,23,,0,0.007,0.007,,0.037,,,,0.005,8,,,,,
10210010,2019/04/14,24,,0,0.007,0.007,,0.034,,,,0.015,3,,,,,
10210010,2019/04/15,01,,0,0.006,0.006,,0.034,,,,0.001,13,,,,,
10210010,2019/04/15,02,,0,0.006,0.006,,0.032,,,,0,11,,,,,
10210010,2019/04/15,03,,0,0.006,0.006,,0.029,,,,0.003,13,,,,,
10210010,2019/04/15,04,,0,0.005,0.005,,0.027,,,,0,13,,,,,
10210010,2019/04/15,05,,0,0.005,0.005,,0.025,,,,0.015,14,,,,,
10210010,2019/04/15,06,,0.001,0.007,0.008,,0.021,,,,0.008,10,,,,,
10210010,2019/04/15,07,,0.002,0.007,0.009,,0.018,,,,0.021,9,,,,,
10210010,2019/04/15,08,,0.002,0.007,0.009,,0.030,,,,0.006,7,,,,,
10210010,2019/04/15,09,,0.001,0.004,0.005,,0.051,,,,0,5,,,,,
10210010,2019/04/15,10,,0.001,0.004,0.005,,0.059,,,,0.005,2,,,,,
10210010,2019/04/15,11,,0.001,0.004,0.005,,0.061,,,,0.002,2,,,,,
10210010,2019/04/15,12,,0,0.003,0.003,,0.061,,,,0.003,1,,,,,
10210010,2019/04/15,13,,0,0.003,0.003,,0.060,,,,0,0,,,,,
10210010,2019/04/15,14,,0,0.003,0.003,,0.058,,,,0.014,3,,,,,
10210010,2019/04/15,15,,0,0.003,0.003,,0.059,,,,0.007,8,,,,,
10210010,2019/04/15,16,,0,0.003,0.003,,0.062,,,,0,8,,,,,
10210010,2019/04/15,17,,0,0.003,0.003,,0.058,,,,0.008,2,,,,,
10210010,2019/04/15,18,,0,0.003,0.003,,0.055,,,,0.007,2,,,,,
10210010,2019/04/15,19,,0,0.003,0.003,,0.055,,,,0.005,6,,,,,
10210010,2019/04/15,20,,0,0.003,0.003,,0.054,,,,0,6,,,,,
10210010,2019/04/15,21,,0,0.004,0.004,,0.051,,,,0.004,11,,,,,
10210010,2019/04/15,22,,0,0.006,0.006,,0.048,,,,0.010,8,,,,,
10210010,2019/04/15,23,,0,0.005,0.005,,0.048,,,,0.009,2,,,,,
10210010,2019/04/15,24,,0,0.004,0.004,,0.051,,,,0.008,2,,,,,
10210010,2019/04/16,01,,0,0.003,0.003,,0.053,,,,0.013,5,,,,,
10210010,2019/04/16,02,,0,0.002,0.002,,0.054,,,,0.001,12,,,,,
10210010,2019/04/16,03,,0,0.004,0.004,,0.050,,,,0.014,5,,,,,
10210010,2019/04/16,04,,0,0.004,0.004,,0.047,,,,0.015,10,,,,,
10210010,2019/04/16,05,,0,0.004,0.004,,0.051,,,,0.001,8,,,,,
10210010,2019/04/16,06,,0,0.008,0.008,,0.042,,,,0.014,8,,,,,
10210010,2019/04/16,07,,0.001,0.011,0.012,,0.038,,,,0.008,6,,,,,
10210010,2019/04/16,08,,0.001,0.007,0.008,,0.048,,,,0.005,3,,,,,
10210010,2019/04/16,09,,0.001,0.006,0.007,,0.053,,,,0.006,5,,,,,
10210010,2019/04/16,10,,0.001,0.004,0.005,,0.055,,,,0.003,8,,,,,
10210010,2019/04/16,11,,0,0.005,0.005,,0.059,,,,0.015,4,,,,,
10210010,2019/04/16,12,,0.001,0.004,0.005,,0.061,,,,0.005,10,,,,,
10210010,2019/04/16,13,,0,0.003,0.003,,0.062,,,,0.004,4,,,,,
10210010,2019/04/16,14,,0.001,0.005,0.006,,0.063,,,,0,6,,,,,
10210010,2019/04/16,15,,,,,,,,,,0.020,1,,,,,
10210010,2019/04/16,16,,0.001,0.006,0.007,,0.063,,,,0.012,4,,,,,
10210010,2019/04/16,17,,0.001,0.007,0.008,,0.068,,,,0.010,1,,,,,
10210010,2019/04/16,18,,0.001,0.013,0.014,,0.067,,,,0.012,8,,,,,
10210010,2019/04/16,19,,0,0.013,0.013,,0.060,,,,0.010,12,,,,,
10210010,2019/04/16,20,,0,0.012,0.012,,0.055,,,,0.020,10,,,,,
10210010,2019/04/16,21,,0.001,0.012,0.013,,0.053,,,,0,16,,,,,
10210010,2019/04/16,22,,0,0.016,0.016,,0.043,,,,0.015,4,,,,,
10210010,2019/04/16,23,,0.001,0.022,0.023,,0.031,,,,0.009,14,,,,,
10210010,2019/04/16,24,,0,0.019,0.019,,0.030,,,,0.019,20,,,,,
10210010,2019/04/17,01,,0,0.016,0.016,,,,,,0.023,11,,,,,
10210010,2019/04/17,02,,0,0.012,0.012,,0.029,,,,0.005,16,,,,,
10210010,2019/04/17,03,,0,0.010,0.010,,0.029,,,,0.008,12,,,,,
10210010,2019/04/17,04,,0,0.012,0.012,,0.026,,,,0.007,7,,,,,
10210010,2019/04/17,05,,0,0.012,0.012,,0.024,,,,0.012,16,,,,,
10210010,2019/04/17,06,,0.001,0.013,0.014,,0.021,,,,0.015,17,,,,,
10210010,2019/04/17,07,,0.003,0.017,0.020,,0.018,,,,0.019,9,,,,,
10210010,2019/04/17,08,,0.004,0.014,0.018,,0.026,,,,0.021,15,,,,,
10210010,2019/04/17,09,,0.002,0.013,0.015,,0.040,,,,0.013,15,,,,,
10210010,2019/04/17,10,,0.001,0.008,0.009,,0.057,,,,0.009,11,,,,,
10210010,2019/04/17,11,,0.001,0.009,0.010,,0.060,,,,0.032,16,,,,,
10210010,2019/04/17,12,,0.001,0.009,0.010,,0.068,,,,0.015,14,,,,,
10210010,2019/04/17,13,,0.001,0.009,0.010,,0.069,,,,0.023,14,,,,,
10210010,2019/04/17,14,,0.001,0.010,0.011,,0.069,,,,0.017,12,,,,,
10210010,2019/04/17,15,,0.001,0.011,0.012,,0.067,,,,0.029,12,,,,,
10210010,2019/04/17,16,,0.001,0.013,0.014,,0.066,,,,0.015,21,,,,,
10210010,2019/04/17,17,,0.001,0.012,0.013,,0.066,,,,0.010,4,,,,,
10210010,2019/04/17,18,,0.001,0.011,0.012,,0.061,,,,0.009,11,,,,,
10210010,2019/04/17,19,,0,0.008,0.008,,0.057,,,,0.017,11,,,,,
10210010,2019/04/17,20,,0,0.009,0.009,,0.053,,,,0.001,3,,,,,
10210010,2019/04/17,21,,0,0.008,0.008,,0.051,,,,0.021,7,,,,,
10210010,2019/04/17,22,,0.001,0.019,0.020,,0.038,,,,0.017,4,,,,,
10210010,2019/04/17,23,,0.001,0.020,0.021,,0.031,,,,0.008,10,,,,,
10210010,2019/04/17,24,,0,0.014,0.014,,0.031,,,,0.030,11,,,,,
10210010,2019/04/18,01,,0,0.013,0.013,,0.029,,,,0.018,8,,,,,
10210010,2019/04/18,02,,0,0.010,0.010,,0.030,,,,0.017,7,,,,,
10210010,2019/04/18,03,,0,0.014,0.014,,0.025,,,,0.002,5,,,,,
10210010,2019/04/18,04,,0.001,0.014,0.015,,0.021,,,,0.012,9,,,,,
10210010,2019/04/18,05,,0,0.017,0.017,,0.015,,,,0.007,13,,,,,
10210010,2019/04/18,06,,0.001,0.010,0.011,,0.022,,,,0.015,8,,,,,
10210010,2019/04/18,07,,0.002,0.011,0.013,,0.024,,,,0.005,11,,,,,
10210010,2019/04/18,08,,0.002,0.007,0.009,,0.039,,,,0.006,7,,,,,
10210010,2019/04/18,09,,0.001,0.007,0.008,,0.051,,,,0.009,4,,,,,
10210010,2019/04/18,10,,0.001,0.006,0.007,,0.062,,,,0.015,10,,,,,
10210010,2019/04/18,11,,0.001,0.006,0.007,,0.068,,,,0.018,13,,,,,
10210010,2019/04/18,12,,0,0.005,0.005,,0.072,,,,0.012,11,,,,,
10210010,2019/04/18,13,,0,0.005,0.005,,0.073,,,,0.014,14,,,,,
10210010,2019/04/18,14,,0,0.006,0.006,,0.077,,,,0.018,10,,,,,
10210010,2019/04/18,15,,0,0.006,0.006,,0.079,,,,0.016,13,,,,,
10210010,2019/04/18,16,,0,0.007,0.007,,0.080,,,,0.003,13,,,,,
10210010,2019/04/18,17,,0,0.009,0.009,,0.076,,,,0.017,6,,,,,
10210010,2019/04/18,18,,0.001,0.012,0.013,,0.076,,,,0.015,18,,,,,
10210010,2019/04/18,19,,0,0.010,0.010,,0.072,,,,0.007,7,,,,,
10210010,2019/04/18,20,,0,0.016,0.016,,0.066,,,,0.017,10,,,,,
10210010,2019/04/18,21,,0.001,0.014,0.015,,0.063,,,,0.011,8,,,,,
10210010,2019/04/18,22,,0,0.011,0.011,,0.060,,,,0.029,13,,,,,
10210010,2019/04/18,23,,0,0.010,0.010,,0.057,,,,0.023,19,,,,,
10210010,2019/04/18,24,,0,0.015,0.015,,0.046,,,,0.019,18,,,,,
10210010,2019/04/19,01,,0,0.018,0.018,,0.034,,,,0.019,6,,,,,
10210010,2019/04/19,02,,0,0.020,0.020,,0.031,,,,0.025,13,,,,,
10210010,2019/04/19,03,,0,0.018,0.018,,0.031,,,,0.026,5,,,,,
10210010,2019/04/19,04,,0,0.017,0.017,,0.028,,,,0.023,14,,,,,
10210010,2019/04/19,05,,0,0.013,0.013,,0.029,,,,0.023,15,,,,,
10210010,2019/04/19,06,,0.001,0.012,0.013,,0.028,,,,0.018,14,,,,,
10210010,2019/04/19,07,,0.001,0.012,0.013,,0.030,,,,0.013,19,,,,,
10210010,2019/04/19,08,,0.002,0.011,0.013,,0.037,,,,0.010,12,,,,,
10210010,2019/04/19,09,,0.002,0.011,0.013,,0.050,,,,0.015,15,,,,,
10210010,2019/04/19,10,,0.001,0.009,0.010,,0.062,,,,0.030,15,,,,,
10210010,2019/04/19,11,,0.001,0.009,0.010,,0.068,,,,0.010,14,,,,,
10210010,2019/04/19,12,,0.001,0.007,0.008,,0.074,,,,0.006,17,,,,,
10210010,2019/04/19,13,,0,0.007,0.007,,0.078,,,,0.035,13,,,,,
10210010,2019/04/19,14,,0,0.007,0.007,,0.081,,,,0.015,11,,,,,
10210010,2019/04/19,15,,0.001,0.006,0.007,,0.080,,,,0.018,17,,,,,
10210010,2019/04/19,16,,0.001,0.005,0.006,,0.066,,,,0.015,10,,,,,
10210010,2019/04/19,17,,0,0.005,0.005,,0.061,,,,0.004,6,,,,,
10210010,2019/04/19,18,,0,0.005,0.005,,0.057,,,,0.018,14,,,,,
10210010,2019/04/19,19,,0,0.006,0.006,,0.054,,,,0.013,16,,,,,
10210010,2019/04/19,20,,0.001,0.008,0.009,,0.049,,,,0.012,15,,,,,
10210010,2019/04/19,21,,0,0.006,0.006,,0.049,,,,0.010,11,,,,,
10210010,2019/04/19,22,,0.001,0.007,0.008,,0.044,,,,0.014,11,,,,,
10210010,2019/04/19,23,,0,0.008,0.008,,0.042,,,,0.021,8,,,,,
10210010,2019/04/19,24,,0,0.005,0.005,,0.042,,,,0.016,7,,,,,
10210010,2019/04/20,01,,0,0.003,0.003,,0.044,,,,0.002,3,,,,,
10210010,2019/04/20,02,,0,0.002,0.002,,0.045,,,,0.006,2,,,,,
10210010,2019/04/20,03,,0,0.002,0.002,,0.044,,,,0.005,2,,,,,
10210010,2019/04/20,04,,0,0.002,0.002,,0.044,,,,0.002,0,,,,,
10210010,2019/04/20,05,,0,0.003,0.003,,0.044,,,,0.002,9,,,,,
10210010,2019/04/20,06,,0,0.002,0.002,,0.044,,,,0.009,4,,,,,
10210010,2019/04/20,07,,0,0.002,0.002,,0.045,,,,0,9,,,,,
10210010,2019/04/20,08,,0.001,0.003,0.004,,0.045,,,,0.001,4,,,,,
10210010,2019/04/20,09,,0.001,0.003,0.004,,0.047,,,,0.007,3,,,,,
10210010,2019/04/20,10,,0.001,0.003,0.004,,0.050,,,,0.007,11,,,,,
10210010,2019/04/20,11,,0.001,0.003,0.004,,0.053,,,,0.001,10,,,,,
10210010,2019/04/20,12,,0.001,0.004,0.005,,0.056,,,,0.003,5,,,,,
10210010,2019/04/20,13,,0.001,0.004,0.005,,0.057,,,,0.010,2,,,,,
10210010,2019/04/20,14,,0.001,0.005,0.006,,0.060,,,,0.013,11,,,,,
10210010,2019/04/20,15,,0.001,0.006,0.007,,0.066,,,,0.025,4,,,,,
10210010,2019/04/20,16,,0.001,0.007,0.008,,0.069,,,,0.014,7,,,,,
10210010,2019/04/20,17,,0.001,0.010,0.011,,0.068,,,,0.023,10,,,,,
10210010,2019/04/20,18,,0,0.010,0.010,,0.070,,,,0.041,11,,,,,
